dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,weapon_used_cd,weapon_desc,status,status_desc,crm_cd_1,location,lat,lon,crm_cd_2,cross_street
200105709,2020-01-25,2020-01-25,1040,01,Central,0181,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,29,M,O,713,CONVENTION CENTER,,,IC,Invest Cont,341,1200 S  FIGUEROA                     ST,34.0431,-118.2692,,
200105710,2020-01-25,2020-01-25,0100,01,Central,0138,1,330,BURGLARY FROM VEHICLE,0344 1609 0321,28,F,H,101,STREET,,,IC,Invest Cont,330,3RD                          ST,34.0461,-118.2395,,CENTRAL                      AV
200105713,2020-01-25,2020-01-24,2230,01,Central,0118,1,330,BURGLARY FROM VEHICLE,1302 1307 0344,25,F,H,101,STREET,,,IC,Invest Cont,330,1200 N  SPRING                       ST,34.0635,-118.2356,,
200105714,2020-01-26,2020-01-25,0900,01,Central,0101,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1309,19,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,1000    EVERETT                      PL,34.0693,-118.2488,,
200105715,2020-01-26,2020-01-25,2114,01,Central,0182,1,210,ROBBERY,0340 0334 0302 0355 0344 0377 1822,25,M,W,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,210,GRAND,34.0389,-118.2643,,PICO
200309004,2020-03-24,2020-03-08,0001,03,Southwest,0335,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1309,19,X,X,222,LAUNDROMAT,,,IC,Invest Cont,740,2800 W  JEFFERSON                    BL,34.0276,-118.3229,,
200105718,2020-01-25,2020-01-25,2040,01,Central,0191,2,237,CHILD NEGLECT (SEE 300 W.I.C.),0553 1257 2001,94,M,H,108,PARKING LOT,,,AO,Adult Other,237,1700 S  FIGUEROA                     ST,34.0388,-118.2717,,
200105720,2020-01-25,2020-01-25,1700,01,Central,0185,2,624,BATTERY - SIMPLE ASSAULT,1822 1218 0416 0417 2002 0319 0445,37,F,B,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,1100    SANTEE                       ST,34.0378,-118.2561,,
200105721,2020-01-26,2020-01-26,0100,01,Central,0154,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0445 2002 1206 1822 0416 1234,37,M,H,102,SIDEWALK,207,OTHER KNIFE,IC,Invest Cont,230,100 W  5TH                          ST,34.0467,-118.2485,,
200105723,2020-01-25,2020-01-25,1820,01,Central,0153,2,624,BATTERY - SIMPLE ASSAULT,0444 1822 0421 1266,47,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,6TH,34.0463,-118.2515,,SPRING
200105724,2020-01-26,2020-01-26,0345,01,Central,0162,1,761,BRANDISH WEAPON,0334 1822,36,M,A,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,761,500 W  7TH                          ST,34.0467,-118.2556,,
200105725,2020-01-26,2020-01-26,0125,01,Central,0171,2,624,BATTERY - SIMPLE ASSAULT,0416 0429 1822,26,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,800 W  OLYMPIC                      BL,34.045,-118.264,,
200105726,2020-01-26,2020-01-26,0125,01,Central,0171,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 0344,23,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,800 W  OLYMPIC                      BL,34.045,-118.264,,
200105727,2020-01-26,2020-01-26,0125,01,Central,0171,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 0344,22,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,800 W  OLYMPIC                      BL,34.045,-118.264,,
200105728,2020-01-26,2020-01-26,0125,01,Central,0171,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 0344,23,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,800 W  OLYMPIC                      BL,34.045,-118.264,,
200105731,2020-01-26,2020-01-26,0215,01,Central,0155,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2004 1822 1218,42,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,500    MAPLE                        AV,34.0454,-118.2466,,
200105732,2020-01-26,2020-01-25,2100,01,Central,0118,1,310,BURGLARY,0344 1609 1822,0,X,X,702,OFFICE BUILDING/OFFICE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,1400 N  MAIN                         ST,34.0648,-118.2313,,
200105734,2020-01-25,2020-01-25,0650,01,Central,0181,2,624,BATTERY - SIMPLE ASSAULT,1822 0444,57,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,LA LIVE                      WY,34.0424,-118.2718,,PICO
200105735,2020-01-26,2020-01-26,0522,01,Central,0127,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913 1420,0,X,X,753,DETENTION/JAIL FACILITY,,,AA,Adult Arrest,740,100 N  LOS ANGELES                  ST,34.0515,-118.2424,,
200105736,2020-01-26,2020-01-26,0740,01,Central,0119,2,624,BATTERY - SIMPLE ASSAULT,0416 0429 0910 2047 0448 2048 1822,50,F,B,966,MTA - GOLD LINE - UNION STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,ALAMEDA,34.0577,-118.2318,,VIGNES
200105737,2020-01-26,2020-01-25,2133,01,Central,0144,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 0329 1822,55,M,W,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,400 S  MAIN                         ST,34.0478,-118.2484,,
200105738,2020-01-25,2020-01-22,1800,01,Central,0153,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 0329 1822,62,F,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,6TH                          ST,34.0474,-118.2531,,HILL                         ST
200105739,2020-01-26,2020-01-12,2000,01,Central,0105,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 2004 1218 0416 0421 1206,44,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,930,BISHOPS                      ST,34.0699,-118.2341,,SAVOY                        ST
200105740,2020-01-25,2020-01-20,1300,01,Central,0119,2,354,THEFT OF IDENTITY,0377 0910 1822,36,M,W,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,354,800 N  ALAMEDA                      ST,34.0563,-118.2374,,
220207597,2022-03-21,2020-10-01,2200,02,Rampart,0291,1,210,ROBBERY,1822 0416,62,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,1300 S  ALVARADO                     ST,34.0473,-118.2827,,
200105742,2020-01-26,2020-01-25,1800,01,Central,0182,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,900 S  OLIVE                        ST,34.0437,-118.2582,,
200105836,2020-01-27,2020-01-27,1505,01,Central,0118,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1310 0340 0919 0445 0329 1822,34,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,ALAMEDA,34.0635,-118.2356,,COLLEGE
200105837,2020-01-27,2020-01-27,1805,01,Central,0157,2,624,BATTERY - SIMPLE ASSAULT,0416 0917 0913,34,M,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,500    CROCKER                      ST,34.0435,-118.2427,,
200105745,2020-01-26,2020-01-26,0135,01,Central,0164,1,121,"RAPE, FORCIBLE",1402 1415 1206 1219 0520 0527 1822 0522 0510 0409,25,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,600    HARLEM                       PL,34.0456,-118.2504,998,
200105748,2020-01-26,2020-01-26,1120,01,Central,0166,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1817 0443 1912,41,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,930,400 E  7TH                          ST,34.0421,-118.2469,,
200105749,2020-01-26,2020-01-26,0955,01,Central,0155,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2004 0329,27,F,B,503,HOTEL,,,AO,Adult Other,740,500 S  LOS ANGELES                  ST,34.0461,-118.2476,,
200105750,2020-01-26,2020-01-26,1305,01,Central,0162,2,624,BATTERY - SIMPLE ASSAULT,1402 2004 0917 0913 0444 0416,28,M,H,707,GARAGE/CARPORT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,800 S  GRAND                        AV,34.0459,-118.2579,998,
200105751,2020-01-26,2020-01-26,1555,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0416,45,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,600 S  SAN PEDRO                    ST,34.0421,-118.2469,,
200105753,2020-01-26,2020-01-26,1630,01,Central,0148,1,210,ROBBERY,1218 2004 0416 0344 1202 1822,62,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,400 S  SAN PEDRO                    ST,34.0458,-118.243,,
200105754,2020-01-26,2020-01-26,1245,01,Central,0146,2,624,BATTERY - SIMPLE ASSAULT,1218 0416 0913,49,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,5TH,34.0449,-118.2458,,WALL
200105755,2020-01-26,2020-01-25,2330,01,Central,0162,1,480,BIKE - STOLEN,0344 0400 1822 1608,27,F,H,402,MARKET,,,IC,Invest Cont,480,600 W  9TH                          ST,34.0462,-118.2585,,
200105757,2020-01-26,2020-01-26,1530,01,Central,0195,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,BROADWAY,34.0342,-118.2636,,VENICE
200105759,2020-01-26,2020-01-21,1830,01,Central,0111,1,310,BURGLARY,0344 0397 0329 1602 1822,51,M,A,707,GARAGE/CARPORT,,,IC,Invest Cont,310,700    ALPINE                       ST,34.0635,-118.2426,480,
200105760,2020-01-26,2020-01-26,1710,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0378,35,M,B,404,DEPARTMENT STORE,,,IC,Invest Cont,442,700 W  7TH                          ST,34.048,-118.2577,,
200105761,2020-01-26,2020-01-26,1600,01,Central,0153,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 1402 0917 1266 2028 0378 0429 0416 1414 1822,31,M,H,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,600 S  BROADWAY,34.0467,-118.252,998,
200105762,2020-01-26,2020-01-26,1100,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0378,35,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,442,700 W  7TH                          ST,34.048,-118.2577,,
200105764,2020-01-26,2020-01-26,1815,01,Central,0181,2,860,BATTERY WITH SEXUAL CONTACT,1402 0522 0305,24,F,C,116,OTHER/OUTSIDE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,CHICK HEARN,34.0437,-118.2652,998,FIGUEROA
200105765,2020-01-27,2020-01-26,0930,01,Central,0182,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,HOPE                         ST,34.0395,-118.2656,,PICO                         BL
200105768,2020-01-26,2020-01-26,1430,01,Central,0181,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,44,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,341,1200 S  FIGUEROA                     ST,34.0431,-118.2692,,
200105769,2020-01-23,2020-01-22,0700,01,Central,0119,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329 1501,55,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,500    RAMIREZ                      ST,34.0552,-118.2322,,
200105771,2020-01-26,2020-01-26,2100,01,Central,0192,1,330,BURGLARY FROM VEHICLE,1307 1609 0344 0329 1822,27,M,O,101,STREET,,,IC,Invest Cont,330,18TH                         ST,34.0353,-118.2698,,FLOWER                       ST
200105772,2020-01-26,2020-01-26,1700,01,Central,0192,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 1414,32,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,1500 S  FLOWER                       ST,34.0379,-118.2682,,
200508100,2020-04-09,2020-04-08,1500,05,Harbor,0512,1,330,BURGLARY FROM VEHICLE,1300 0344,48,M,W,101,STREET,,,IC,Invest Cont,330,26300    OZONE                        AV,33.7837,-118.3079,,
200105774,2020-01-26,2020-01-26,2215,01,Central,0153,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,39,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,5TH                          ST,34.0488,-118.2518,,HILL                         ST
200105776,2020-01-26,2020-01-26,1930,01,Central,0159,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 2004 0913,35,M,B,108,PARKING LOT,113,SIMULATED GUN,AA,Adult Arrest,930,7TH,34.0346,-118.2323,,MATEO
200105777,2020-01-26,2020-01-26,1930,01,Central,0159,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 2004 0913,26,F,H,108,PARKING LOT,113,SIMULATED GUN,AA,Adult Arrest,930,7TH,34.0346,-118.2323,,MATEO
200105778,2020-01-26,2020-01-26,1745,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004,35,M,B,404,DEPARTMENT STORE,,,IC,Invest Cont,442,700 W  7TH                          ST,34.048,-118.2577,,
200105779,2020-01-26,2020-01-26,1646,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,20,F,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,700 W  7TH                          ST,34.048,-118.2577,,
200105780,2020-01-27,2020-01-27,0200,01,Central,0174,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0305 1822 1218 1212,67,M,B,102,SIDEWALK,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,230,7TH                          ST,34.0439,-118.2514,,MAIN                         ST
200105781,2020-01-27,2020-01-25,1104,01,Central,0171,1,648,ARSON,,0,X,X,506,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,648,1000 W  9TH                          ST,34.0475,-118.2657,,
201110303,2020-06-11,2020-06-08,2000,11,Northeast,1118,1,310,BURGLARY,0344 1607,0,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,310,100    AVENUE 56,34.1089,-118.1942,,
212114920,2021-10-07,2020-10-15,2000,21,Topanga,2137,1,121,"RAPE, FORCIBLE",0527 0519 0913 1814,34,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,7200    DE SOTO                      AV,34.2011,-118.5884,,
200105784,2020-01-18,2020-01-17,1900,01,Central,0142,1,330,BURGLARY FROM VEHICLE,0344 1605 1822 1300,27,M,F,101,STREET,,,IC,Invest Cont,330,3RD                          ST,34.0537,-118.2523,,HOPE                         ST
200105785,2020-01-24,2020-01-23,1710,01,Central,0152,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,26,M,C,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,341,500 W  6TH                          ST,34.0481,-118.2542,,
200105787,2020-01-25,2020-01-24,1150,01,Central,0164,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,23,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,341,6TH                          ST,34.046,-118.2509,,SPRING                       ST
200105788,2020-01-05,2020-01-05,1945,01,Central,0181,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,37,M,W,741,STAPLES CENTER *,,,IC,Invest Cont,341,1100 S  FIGUEROA                     ST,34.0431,-118.2692,,
200105789,2020-01-26,2020-01-25,2117,01,Central,0159,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822 0329,31,F,W,101,STREET,,,IC,Invest Cont,330,5TH                          ST,34.0415,-118.2374,,SEATON
200105790,2020-01-26,2020-01-25,2000,01,Central,0159,1,330,BURGLARY FROM VEHICLE,1300 0344 1609 1307,37,M,H,101,STREET,,,IC,Invest Cont,330,SEATON,34.0415,-118.2374,,5TH
200105791,2020-01-26,2020-01-23,1200,01,Central,0152,1,480,BIKE - STOLEN,0344 1608 1822,31,F,W,101,STREET,,,IC,Invest Cont,480,800 W  7TH                          ST,34.0491,-118.2558,,
200105792,2020-01-26,2020-01-19,1020,01,Central,0176,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032 1822 0394,30,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,700 S  LOS ANGELES                  ST,34.0433,-118.2504,,
200105793,2020-01-26,2020-01-26,1210,01,Central,0182,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,24,F,H,207,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,440,FIGUEROA,34.045,-118.2628,,OLYMPIC
200105794,2020-01-27,2020-01-20,1445,01,Central,0119,2,946,OTHER MISCELLANEOUS CRIME,0910 2004 1822,0,M,W,900,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,946,800 N  ALAMEDA                      ST,34.0563,-118.2374,,
200105795,2020-01-26,2020-01-26,1900,01,Central,0129,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,25,M,H,122,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740,JACKSON,34.0511,-118.2334,,VIGNES
200105796,2020-01-27,2020-01-20,1455,01,Central,0174,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,38,M,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,7TH                          ST,34.0445,-118.2523,,MAIN                         ST
200105805,2020-01-27,2020-01-27,0930,01,Central,0162,2,888,TRESPASSING,1501 2004,31,M,W,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,888,800 S  GRAND                        AV,34.0459,-118.2579,,
200105807,2020-01-25,2020-01-25,0100,01,Central,0163,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0401 0416,21,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,700 S  BROADWAY,34.0452,-118.2534,,
200105808,2020-01-26,2020-01-24,1500,01,Central,0182,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 0329 1822 0377,22,F,W,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,1200 S  OLIVE                        ST,34.0395,-118.2622,,
200105809,2020-01-27,2020-01-26,1500,01,Central,0155,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,200 E  6TH                          ST,34.0448,-118.2474,,
200105812,2020-01-27,2020-01-20,1810,01,Central,0135,2,664,"BUNCO, PETTY THEFT",0344 0800 0701 1900 1916 1822,26,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,664,200 S  MAIN                         ST,34.051,-118.2445,,
200105821,2020-01-26,2020-01-26,1530,01,Central,0185,2,662,"BUNCO, GRAND THEFT",0701 0800 0344,21,F,H,102,SIDEWALK,,,IC,Invest Cont,662,1200    MAPLE                        AV,34.0388,-118.2574,,
200105824,2020-01-27,2020-01-26,1800,01,Central,0111,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1606 0344 0917 1822,33,M,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341,600 N  SPRING                       ST,34.0582,-118.2387,,
200105825,2020-01-27,2020-01-27,0825,01,Central,0157,2,901,VIOLATION OF RESTRAINING ORDER,2038,50,M,W,101,STREET,,,IC,Invest Cont,901,700 E  6TH                          ST,34.0412,-118.2436,,
200105826,2020-01-27,2020-01-27,1000,01,Central,0146,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2028 1414 0913,52,F,A,409,BEAUTY SUPPLY STORE,,,IC,Invest Cont,442,200    WINSTON                      ST,34.0467,-118.247,,
200105829,2020-01-27,2020-01-25,2100,01,Central,0182,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,9TH                          ST,34.043,-118.2571,,HILL                         ST
200105830,2020-01-27,2020-01-27,1125,01,Central,0123,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 2000 1218 0913 1402 0408 2004 1814,29,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,BROADWAY                     AV,34.0524,-118.2467,998,1ST                          ST
200100799,2020-05-22,2020-05-22,0153,01,Central,0159,1,310,BURGLARY,0906 0329 1402 0345 1420 2004 1609,0,X,X,210,RESTAURANT/FAST FOOD,306,ROCK/THROWN OBJECT,IC,Invest Cont,310,2000 E  7TH                          ST,34.0387,-118.2335,998,
200105834,2020-01-27,2020-01-27,1350,01,Central,0118,2,624,BATTERY - SIMPLE ASSAULT,0305 0444 0361 0913,68,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,100 E  ANN                          ST,34.0648,-118.2313,,
200517231,2020-11-29,2020-11-29,1900,05,Harbor,0506,2,624,BATTERY - SIMPLE ASSAULT,1802 0913 0319 0416 1309,41,M,H,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,CARSON,33.8315,-118.3065,,HARVARD
200105838,2020-01-27,2020-01-27,0600,01,Central,0166,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218 2032 1822 0377,51,F,B,517,MISSIONS/SHELTERS,,,IC,Invest Cont,440,600 S  SAN PEDRO                    ST,34.0421,-118.2469,,
200600544,2020-01-18,2020-01-18,1000,06,Hollywood,0629,2,900,VIOLATION OF COURT ORDER,1402 2038,54,M,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,900,5400    RED OAK                      DR,34.1123,-118.308,998,
201107274,2020-03-13,2020-03-12,2200,11,Northeast,1148,1,330,BURGLARY FROM VEHICLE,0344,36,M,W,101,STREET,,,IC,Invest Cont,330,AVENUE 50,34.1098,-118.2056,,ELDRED
200105903,2020-01-28,2020-01-28,0900,01,Central,0182,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 1266,25,M,W,702,OFFICE BUILDING/OFFICE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,1100 S  OLIVE                        ST,34.0409,-118.2609,,
210211279,2021-06-29,2020-01-01,2000,02,Rampart,0261,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 1251 1258 0913 0558,14,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,700 S  RAMPART                      BL,34.0589,-118.2835,860,
200105848,2020-01-27,2020-01-27,1335,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2004 0378,23,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,700 W  7TH                          ST,34.048,-118.2577,,
200105850,2020-01-27,2020-01-27,0850,01,Central,0192,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0324 1402,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,440,1300 S  OLIVE                        ST,34.0381,-118.2629,998,
200105854,2020-01-26,2020-01-26,2140,01,Central,0144,2,624,BATTERY - SIMPLE ASSAULT,0429 0444 1822,32,F,H,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,100 W  5TH                          ST,34.0478,-118.2484,,
200409340,2020-05-29,2020-05-27,1230,04,Hollenbeck,0439,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,2000    BARNETT                      RD,34.0664,-118.1722,,
200105857,2020-01-26,2020-01-26,1817,01,Central,0153,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 0417,28,M,H,403,DRUG STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,500 S  BROADWAY,34.0481,-118.2507,,
200105859,2020-01-27,2020-01-27,1945,01,Central,0138,1,330,BURGLARY FROM VEHICLE,1307 1609 0344 0329 1822,28,M,A,101,STREET,,,IC,Invest Cont,330,3RD,34.0461,-118.2395,,CENTRAL
200208234,2020-03-26,2020-03-25,1900,02,Rampart,0245,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,22,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,6TH                          ST,34.0601,-118.2761,,ALVARADO                     ST
200105861,2020-01-27,2020-01-25,1200,01,Central,0111,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2024 1815 0421 0432 1251 1259 0913 0342 1912,14,M,H,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,511,VERBAL THREAT,IC,Invest Cont,930,400 N  GRAND                        AV,34.0594,-118.2452,,
